,building_id,geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area_percentage,height_percentage,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,legal_ownership_status,count_families,has_secondary_use,has_secondary_use_agriculture,has_secondary_use_hotel,has_secondary_use_rental,has_secondary_use_institution,has_secondary_use_school,has_secondary_use_industry,has_secondary_use_health_post,has_secondary_use_gov_office,has_secondary_use_use_police,has_secondary_use_other,damage_grade
0,796532,8,1,9261,2,0,17,6,t,u,n,f,q,s,d,0,0,0,0,0,0,0,0,0,0,1,v,1,1,0,0,0,0,0,1,0,0,0,0,2
1,121262,16,246,416,2,20,11,8,t,r,n,f,q,s,d,0,1,1,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
2,506586,21,477,2256,3,15,7,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,3
3,683813,20,517,7494,1,0,6,5,t,w,n,f,j,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
4,136493,4,1334,3273,2,20,12,7,t,r,q,v,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
5,276479,8,640,10513,3,50,6,7,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
6,345785,11,147,9813,4,80,5,10,t,r,q,f,q,o,d,0,0,0,0,1,0,0,0,0,0,0,r,1,0,0,0,0,0,0,0,0,0,0,0,3
7,412093,13,373,3746,2,5,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
8,166129,17,566,8505,3,20,9,8,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,2,1,0,1,0,0,0,0,0,0,0,0,2
9,747169,2,708,10476,2,10,10,5,t,r,q,f,q,s,d,0,1,1,0,0,0,1,1,0,0,1,v,1,0,0,0,0,0,0,0,0,0,0,0,2
10,814794,10,825,7934,2,20,9,5,t,r,q,f,x,s,d,0,0,1,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
11,694395,18,1092,7881,2,15,9,4,t,r,n,f,x,s,q,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
12,404772,25,1368,5851,2,20,6,5,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
13,419556,26,761,12545,2,35,12,8,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
14,40230,8,600,8160,2,30,7,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
15,965152,17,343,4086,2,0,6,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
16,664527,3,720,5016,3,20,6,8,t,r,n,f,q,t,d,1,1,0,1,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
17,627475,13,128,11940,2,20,4,5,t,r,q,f,x,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
18,466611,8,440,9693,3,30,8,6,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
19,462673,17,817,4892,3,20,8,7,t,r,q,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
20,771669,7,728,11417,2,0,11,5,t,r,n,f,q,s,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
21,368157,5,1281,7048,3,25,7,6,o,r,n,x,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,2
22,743434,4,1202,3272,2,5,7,6,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
23,274137,8,1020,6470,1,10,27,3,t,i,x,v,j,s,d,0,1,0,0,0,0,0,0,1,0,0,v,2,1,0,1,0,0,0,0,0,0,0,0,2
24,208891,8,501,7386,2,30,7,5,n,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,3
25,549310,17,797,8476,2,35,6,4,n,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
26,613606,22,1320,8865,2,45,4,5,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
27,499237,9,568,11874,2,0,6,5,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
28,1040278,10,337,10440,2,40,6,4,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
29,890175,21,477,11116,2,10,8,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,3
30,819646,8,828,12099,2,10,3,4,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,2
31,353800,26,1377,4144,2,5,5,5,t,w,n,f,x,s,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
32,579402,6,673,7819,3,35,16,10,t,i,x,v,s,j,d,0,0,0,0,0,1,0,0,1,0,0,v,1,1,0,1,0,0,0,0,0,0,0,0,1
33,888712,6,673,12181,2,35,6,5,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,2
34,302656,26,435,4122,2,0,6,6,t,u,n,v,x,s,d,0,0,0,0,0,1,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
35,562379,20,385,7618,2,10,5,5,t,w,q,f,x,t,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
36,76156,6,1181,11022,2,20,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
37,795556,6,1018,4932,2,30,13,5,o,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
38,71016,20,385,7618,2,0,9,5,t,w,q,f,q,s,d,0,0,1,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
39,136542,8,178,8769,3,50,12,6,n,r,n,f,q,s,u,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
40,454349,7,936,11717,2,0,4,6,n,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
41,982498,26,302,4153,2,25,4,4,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
42,196732,16,177,11261,2,15,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
43,936282,30,710,8795,2,5,23,6,t,i,x,v,s,s,d,0,0,0,1,0,1,0,0,0,1,0,v,0,0,0,0,0,0,0,0,0,0,0,0,2
44,550065,4,598,10055,2,50,8,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
45,550540,10,804,6432,2,20,9,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
46,287454,11,883,7107,2,35,5,5,t,r,n,f,x,t,d,1,0,0,0,1,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
47,853818,30,1205,8452,2,80,19,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
