,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0,0.34806426680536795,0.7325822210059961,0.43464185358200813,2.516747354187594,5.9667916630028905,0.20841947431757668,0.176496439314945,2.8800577846775766,0.21884140313055006,1.4624275571392142,1.0733187311855223,0.2859685525011448,0.4545030770822963,0.2726320442879868,1.0129006097663409,0.6963828505753505,1.6571368336171364,2.7591428905895756,0.4418969072114841,0.8763174662601533,0.3513958186059674,0.4103172102003461,0.19326919889486946,2.0649290114113383,3.630821958462206,1.6452800916769321,0.2638081563097356,0.33575807531773666,0.894984358888179,0.18852560739028584,0.4734893639608611,3.0549892953055933,0.6197042460130454,0.4477632435306607,0.3143476809068312,0.836488159542114,0.6435603822290116,0.436031131441688,0.627327156327259,0.43689991891592955,0.31660754417778,0.4830402732920512,0.17120856050449604,0.1639737855539502,0.8243357330831462,0.19601093722736415,1.5912279360456276,0.3079600327685227,0.40381496988892385,1.3578716610460086,0.0473105813561043,0.18984377633844113,0.1925822260633611,0.08981433184647455,0.14752583302895048,0.16842226243060254,0.08772360407952665,0.10147805504412438,0.2022912979403224,0.15024757864938632,0.45667780078357684,0.2708293258947098,1.6514480150407187,2.169072404017671,0.1023497850333744,1.1856240082749256,0.849015509698162,0.18097717036292438,0.12040262578371173,,0.09306703631368035,0.09361176109980719,0.4035603305365718,0.12919905505939755,0.13939772231464143,0.12106641356418203,1.5099259536366676,c-CS-m
1,0.6473673937583642,0.6409152742099293,0.4190765727634934,2.648757913648822,6.037233877421078,0.2109297273466131,0.17871701473071347,2.9530353412039116,0.24736459490165194,1.9918714507754283,0.8720327369545466,0.29680501829065226,0.38537925778816934,0.3142902830415505,1.0253444682872574,0.6492133013206408,1.5214947684920659,2.531022455629876,0.4093555623834968,0.9620780716185082,0.4657018435201532,0.3886587766263002,0.17382162418108793,1.450415998612858,3.5446431294680067,1.4041402709728397,0.2796181540340823,0.32883485960979547,0.8488728427586514,0.14341336209540226,0.46762860418633323,3.1444617703535656,0.3625929143747725,0.43541893164744083,0.32131996635353494,0.6982764058776816,0.6191767334197683,0.4441502468749341,0.49170446497943393,0.34146281437349035,0.3604230797782943,0.4462854975043079,0.30580995631781394,0.20111034897374302,0.8299904954283116,0.18018236814938815,1.0283688332402305,0.25567958848719613,0.362585262324044,1.2959497255254122,0.11701762218459388,0.15575158439449677,0.18864212595793747,0.10081095773888891,0.1543152209930532,0.1735654771434339,0.13281161082057794,0.1223511726653049,0.26336226377723654,0.16890020585282428,0.3821914874465401,0.2469873499561139,1.7165389610028259,1.9711414825630431,0.1183345276234113,1.102589561244917,0.8247293928587061,0.1939752194713977,0.10976371818059608,,0.10578790700515792,0.0969117281489089,0.44038070678676017,0.054501382149499435,0.13885876163437066,0.1414491057147453,1.7180003335639809,c-CS-m
2,0.6839511057911607,0.688967648978656,0.4269825515056222,2.9528766150765797,5.229925552117641,0.22915989596382896,0.1524228606574719,2.5382706340948995,0.24387444943400585,1.622479875347811,0.4399778221225775,0.3108909866481244,0.40989252655486624,0.31549908327486365,0.9487959083434399,0.7423552467631147,1.7814163986663607,2.2484207478305107,0.4940223164244977,0.6039070594858841,0.46600712796227634,0.4080001126202646,0.15805773914993818,1.959710220266413,4.029155356281781,1.5022505359137972,0.25566319380171276,0.3336876022124988,0.7696578386767284,0.1760630056062894,0.4087239833859526,3.361122380680485,0.3906015234994214,0.34961670725000127,0.33569915240889553,0.8278474246166767,0.5174752516284555,0.4220275064210391,0.4769828259591276,0.3396482751996809,0.2860151713404919,0.46903563356946526,0.2419691723357225,0.1666767601120181,0.6532486248512823,0.18868172134003286,1.4784835588083571,0.3280464444979886,0.4338292402446879,1.0499587859308837,0.11642756869675748,0.16378056264078203,0.2050723420186924,0.10043923704015553,0.1489081647467696,0.1787716270508389,0.14308456202442416,0.11615521568239563,0.24502426875126176,0.13735825717257988,0.45289101100449053,0.26868568851841906,1.5320117177891088,1.9361891811886345,0.1105173344387079,0.9169275058939594,0.8252211276482183,0.1942783461283952,0.13149137344187004,,0.10033386846552213,0.09636711077899655,0.4404284126627021,0.10513310674110524,0.12080298769048607,0.10762443157161893,1.893801479855277,c-CS-m
3,0.522093651698945,0.594534487569777,0.37702480926719795,2.2473382164826345,5.124197990121948,0.20542431432004465,0.17368412476719827,0.7436714081584979,0.20437402010344985,1.3975073982063928,0.4267509139924419,0.3028309957404783,0.3771823885760559,0.3069091698850572,0.8223180617203452,0.48766572019589016,1.4716280302132372,2.1013859111725655,0.45877334430868155,0.6717311953637938,0.21405046041365902,0.3537067502614782,0.17986329502775023,1.5336999620924356,2.985738325754677,1.4504292039923161,0.2520398787846407,0.29687345371008805,0.7821421393055359,0.17093674663169015,0.38833616538917926,2.2234135083139943,0.2699583427661349,0.42519170964672415,0.35747739351335894,0.7728358372221654,0.6003329492854705,0.4230251259425807,0.5352671311923916,0.3998432380201421,0.31813746871875825,0.4821550857128544,0.4396281164072733,0.1557841794829912,0.8768918780048648,0.20120431985254206,1.657015929966935,0.3163486076860509,0.20568408931417187,0.9262763527638026,0.3367725924229299,0.15109143104784828,0.18425342382762527,0.09224465648896985,0.13168182971397033,0.1405726622945231,0.0820568827426082,0.1209098087223762,0.21066461968244604,0.1510893508790924,0.390599938184635,0.2649013292143337,1.3263853137982557,1.9210177970686937,0.13882171234530843,0.9329443944941672,0.8353063198203053,0.19618637194835206,0.133910775510733,,0.10777584257766151,0.09665003240115444,0.34373424199628966,0.1297845854023657,0.13949597557318325,0.15260614801874556,1.8020345008444114,c-CS-m
4,0.6140489112155568,0.8467052787528622,0.3700785472394707,2.223620939897208,4.664218509353235,0.20359074179420977,0.1766255793288183,2.225586746225395,0.16933095217961214,1.738053657397126,0.49993121424484455,0.2631152613615794,0.3858980760273693,0.2626127558660691,0.9766940099673055,0.6693720313074287,1.5313797516588823,1.8817573334444218,0.4303560665546949,0.7746547753820892,0.2549124494652694,0.3490699758315147,0.16760325956361646,1.5964735900121283,2.979773890277473,1.2372163438174761,0.24553779463017922,0.26126460847030575,0.6843744259114056,0.10669556465884769,0.38351645336905593,2.7014110819013992,0.4164172546499509,0.4803286606583482,0.24349141279444597,0.645436792770188,0.5630711740928079,0.37766535749254315,0.48046817175562334,0.37970707773238177,0.29577657355429293,0.41470261515655643,0.3842943978053928,0.16333006648774684,0.7862079367861505,0.19842664184080092,1.349762129643616,0.2925293085850773,0.22414645823480722,1.1891986448409477,0.2197830224152066,0.16586785864674278,0.17223196466327634,0.11128908847172213,0.14351570304298916,0.16710047210916829,0.18127906573770783,0.11358231432987706,0.27817557550772837,0.1506931483528167,0.449818272474552,0.23001284032257738,1.44856395709827,1.9228714415356456,0.10590124140773266,1.048153442168856,0.8319012783663049,0.21674177031155265,0.11951859616115389,,0.10732913649784714,0.11994219734367834,0.4158992296439068,0.14676229507302135,0.13969648218592395,0.14648624621285863,1.8204021470484506,c-CS-m
5,0.1393288592367118,0.5929005129060381,0.34844045384561306,2.277998747332367,4.2061725260380936,0.19985086798061966,0.18318111090733044,1.3303360803463484,0.20895104523393765,1.7646260920090064,0.38673131721316684,0.27524012332443165,0.353209088384092,0.2759381132472402,0.8440353029996537,0.5533228004104487,1.4533487654515187,2.256266779629447,0.5055913887812079,0.6700587629871702,0.33965157903202614,0.37457816586387493,0.1749044166795502,0.9737544640176807,2.6679830895951344,1.6496510375237183,0.2476882551383355,0.26810961353343177,0.7191128460262045,0.15962706396267431,0.4020580947511856,2.552260153425941,0.24514783833571946,0.3951533901872754,0.2531621162740133,0.6581296601246969,0.5306217451018339,0.34183277454042066,0.5439514170647738,0.3718991901953387,0.29188993101365707,0.43166736942574746,0.4626044789374873,0.1675756870952492,0.8085161969183629,0.19320876047858776,1.4363327809666842,0.3007384764128692,0.24146255642016357,1.0660473415381775,0.27091574680873964,0.12894739617033088,0.18682414327137636,0.11319107795111205,0.15038706522951314,0.17146300628072303,0.1433714377397845,0.11523166329216813,0.2442104974342465,0.15864191227569882,0.5259473260939291,0.2658527969260241,1.3275267285798573,1.9986738443961765,0.11330383523226757,1.0071558379894836,0.88851597066097,0.22122515275054067,0.13766720370724206,,0.1076964675208048,0.12405524772838515,0.46073272595901366,0.10904894102599012,0.1450895783750845,0.08104419966758894,1.911602352243339,c-CS-m
6,0.44052346266416,0.6453210847208039,0.38188403177461216,2.3953140595581983,5.302785162666054,0.22021318600865172,0.2065536045313825,3.043018707298727,0.17142449183363417,1.6039159991021372,0.4868541980319654,0.28546660965992793,0.3603555047173118,0.2740730288932403,0.8458166654426299,0.4983600871585599,1.4098386822914757,2.084370520316686,0.47747404387457293,0.6236427076087032,0.28216452931564,0.3661858521390498,0.20485418193731755,1.0706891047872835,2.901759233880317,1.3656092649348281,0.29970761978017435,0.26948531870350495,0.6305010818041913,0.1642150005442245,0.4068573758787368,2.343481846500846,0.44963907804845366,0.4409478785968304,0.4016080155689824,0.7782149347497825,0.5022250513965745,0.33637042290321517,0.4427847178031087,0.3750128413306138,0.2871195843001999,0.38499428820014525,0.47865448521641385,0.114461208830094,0.7939989199095393,0.1786829163328383,1.8056600068768887,0.27343175243541473,0.35263601581665976,1.101017747770847,0.061952677664852615,0.13553629647940799,0.187747599730265,0.09735366993893427,0.1327166177850647,0.15686456957013203,0.07078079152011021,0.1108115589238158,0.2419426634533263,0.1327591507864341,0.4213684920214536,0.22902856987168305,1.414721145900382,1.6752062924155589,0.1184677766171559,1.0910896048831589,0.8320314281593126,0.1766880970730596,0.12864318751912748,,0.09192043566110407,0.1192126710150611,0.4232609718758401,0.11618211946832638,0.14119774359249643,0.14438260003956027,1.7656262827843898,c-CS-m
7,0.555107514031473,0.5280090487293458,0.3350847305747787,2.3873345830152624,3.160374105481616,0.1789473552260732,0.1714032680391494,1.9365886694006265,0.19071385198543955,1.543731555156108,0.6251274101565907,0.2232284265427531,0.38209022070573717,0.2899521602813144,0.686013751182714,0.5986875145978751,1.6737361634603722,1.6909581754816436,0.48878609781777693,0.6409906502060926,0.2916247801238071,0.4126777262712479,0.15462222713316764,1.0546416353314074,2.9314486215129634,1.4054337430353903,0.2364618448210722,0.26492692993434896,0.562092033661383,0.1801388104958879,0.35347926661233914,2.1763247893405655,0.48634803836046075,0.38461379875945034,0.32315475132803667,0.7398760413096981,0.5309901315811637,0.32329716281843296,0.4008884870652573,0.37400065448203546,0.2338184079186617,0.3548754038513891,0.44654788160518205,0.1370830588310631,0.5798539786083862,0.1612842667533424,1.8111642768391512,0.31088881765566784,0.2533533431973073,1.3562702536702307,0.16102758332107944,0.15711500406122644,0.17825175527466924,0.10711350474876426,0.12723254683152949,0.16872071543251388,0.11971974334973183,0.12596920908143652,0.23084133391867218,0.1405083894927512,0.5427194719743668,0.22948696225998338,1.5029452319082484,1.7211587593914024,0.11349673100286134,1.0062525432021898,0.8777037321243712,0.2116674463249496,0.1497703397567001,,0.10038207869567213,0.1016997571014961,0.42678344854718564,0.13611378274077743,0.14114883806167428,0.16098687804796208,1.759415109252393,c-CS-m
8,0.38796860577006076,0.4743656723431187,0.30452185360185885,2.0097771673043825,4.120641102344781,0.2257877029600244,0.1656030954744555,1.8935609980710941,0.16495483088282853,1.4809051003037794,0.4315106774353421,0.27404681609127657,0.3178900036863673,0.22589995174542765,0.7324844321915015,0.4271261807290344,1.4886832721802294,2.28997752031852,0.4519853139900973,0.5838441715012402,0.47951820348168983,0.3212867833541417,0.17477383675284525,1.0831878056795958,2.0014946950556927,1.4224515924664043,0.20257489164480486,0.21493582401492142,0.641923779881257,0.1359645381665031,0.3853679941243794,2.2431660613642155,0.33511007301757084,0.40248587376175626,0.26849029290460535,0.5392998182507656,0.42249263599798587,0.309956639820147,0.46193755513232104,0.32311970764568,0.2564425971632336,0.3282293598108681,0.5528605473121025,0.13661745879504605,0.7384767387763037,0.1508279790020794,2.0973694626770167,0.27859444418311635,0.24820525463686416,1.0592671880446407,0.11660209971504189,0.12672443748123446,0.172762656211693,0.09934040539187991,0.13940919885188408,0.1382668860829245,0.14635125619913278,0.10879787745691513,0.21479042476596627,0.12992802667829856,0.45883855581942706,0.2367216131786036,1.396522161193547,1.8311398471230464,0.12952946710859642,0.8688216772793242,0.8571407027241432,0.18595338653124702,0.15818438617681543,,0.11965932478482078,0.10182812199265161,0.399504097695533,0.1409771175933669,0.18261519471299678,0.13663737483184257,1.8673121286813592,c-CS-m
9,0.39980581479982075,0.3432296435850068,0.3458489333885704,2.0552055595660903,3.3982772871122595,0.24509273945746732,0.1763696013795091,0.7836835824326467,0.18609623181395127,1.4611134242198742,0.28244569682769016,0.29563062526157385,0.37740945043454854,0.2882732777346316,0.7237124317933685,0.3621589565388105,1.5297280934155413,1.277003808749897,0.4650062814064165,0.5854412136667153,0.30123282427957815,0.3541711336123928,0.1811214888865752,1.2522507570196721,2.8073985645407866,1.2804096782034131,0.2691171879492046,0.3020847805550176,0.6417649815634177,0.18754890093270432,0.3534854797088593,2.016948566869632,0.4779788057604333,0.411229157292924,0.3597105943295117,0.7565772450097579,0.6124535735815992,0.3347999017449976,0.5337906083757522,0.36730458438879576,0.3261626871563406,0.3848807915834473,0.5047004495369689,0.12337087460811884,0.8411776644267356,0.15923510075519726,1.9665719599507039,0.26930421672004146,0.274488783325537,1.2107082282051205,0.06703614177734946,0.13876908205176333,0.17677438787135716,0.08757368621683292,0.12801482109742668,0.134028793005308,0.10703516130868641,0.13002085838439964,0.21079152424452247,0.16166353252327995,0.4495307791287256,0.23504416498282044,1.280703977510253,1.6658919071892644,0.12751345324859997,1.170198017759344,0.8428256344299152,0.19708217741067596,0.17218308104445273,,0.09515252526641695,0.11330193474053361,0.4302800675687334,0.16697450291930704,0.19015693955740273,0.1909437172009151,1.6754470479520984,c-CS-m
